"TRANSACTION TYPE"|"REPLACEMENT REASON"|"AGE GROUP"|"PENSIONER TYPE"|"GENDER"|"CUSTOMER ADDRESS LGA"|"COUNT"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Ryde"|"8"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Shoalhaven"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Snowy Monaro Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Strathfield"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Sutherland Shire"|"6"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Sydney"|"11"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Tamworth Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Wagga Wagga"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Waverley"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Wentworth"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Western Plains Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Wingecarribee"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"45-49"|"Missing/Unknown"|"Male"|"Woollahra"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Bathurst Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Bega Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Blacktown"|"7"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Bland"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Brewarrina"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Burwood"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Cabonne"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Camden"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Campbelltown"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Central Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Cowra"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Cumberland"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Fairfield"|"8"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Georges River"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Goulburn Mulwaree"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Hunters Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Inner West"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Junee"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Kempsey"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Lachlan"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Liverpool"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Maitland"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Muswellbrook"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"North Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Northern Beaches"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Orange"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Penrith"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Ryde"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Shoalhaven"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Sutherland Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Upper Hunter Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Female"|"Walgett"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Ballina"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Blacktown"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Broken Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Campbelltown"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Central Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Clarence Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Cumberland"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Eurobodalla"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Fairfield"|"7"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Gwydir"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Hay"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Inner West"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Inverell"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Kyogle"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Liverpool"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"North Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Parkes"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Port Stephens"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Richmond Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Sutherland Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Tamworth Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Unincorporated NSW"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Centrelink Pensioner"|"Male"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Bathurst Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Bayside"|"7"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Berrigan"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Blacktown"|"20"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Blue Mountains"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Burwood"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Cabonne"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Campbelltown"|"12"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Canada Bay"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Canterbury-Bankstown"|"17"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Central Coast"|"8"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Cessnock"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Clarence Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Cumberland"|"16"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Fairfield"|"10"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Forbes"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Georges River"|"7"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Goulburn Mulwaree"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Griffith"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Hawkesbury"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Hilltops"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Hornsby"|"7"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Inner West"|"7"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Lane Cove"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Liverpool"|"8"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Maitland"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Missing/Unknown"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Moree Plains"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Mosman"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Murrumbidgee"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Muswellbrook"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"North Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Northern Beaches"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Orange"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Parramatta"|"7"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Penrith"|"10"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Port Stephens"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Queanbeyan-Palerang Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Ryde"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Shoalhaven"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Snowy Monaro Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Snowy Valleys"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Strathfield"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Sutherland Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Sydney"|"7"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Tamworth Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Wagga Wagga"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Walgett"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Waverley"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Wentworth"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Wingecarribee"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Woollahra"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Female"|"Yass Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Blacktown"|"13"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Blayney"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Blue Mountains"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Brewarrina"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Burwood"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Camden"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Campbelltown"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Canada Bay"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Canterbury-Bankstown"|"23"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Central Coast"|"7"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Central Darling"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Cumberland"|"27"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Eurobodalla"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Fairfield"|"11"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Georges River"|"11"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Glen Innes Severn"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Griffith"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Gundagai"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Hilltops"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Inner West"|"7"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Kempsey"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Liverpool"|"12"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Missing/Unknown"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Moree Plains"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Mosman"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Narrabri"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Newcastle"|"7"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"North Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Northern Beaches"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Parramatta"|"11"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Penrith"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Queanbeyan-Palerang Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Richmond Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Ryde"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Snowy Valleys"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Strathfield"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Sutherland Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Sydney"|"9"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Tamworth Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Temora"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Unincorporated NSW"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Wagga Wagga"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Waverley"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Wollongong"|"6"
"Photo card issue"|"Not Applicable"|"50-54"|"Missing/Unknown"|"Male"|"Woollahra"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Carer"|"Male"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Blacktown"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Blue Mountains"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Broken Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Camden"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Campbelltown"|"7"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Canterbury-Bankstown"|"8"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Central Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Cessnock"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Clarence Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Cumberland"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Eurobodalla"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Fairfield"|"10"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Hawkesbury"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Inner West"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Inverell"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Lane Cove"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Liverpool"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Maitland"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Missing/Unknown"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Moree Plains"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"North Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Northern Beaches"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Queanbeyan-Palerang Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Shellharbour"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Shoalhaven"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Strathfield"|"<=5"
"Photo card issue"|"Not Applicable"|"55-59"|"Centrelink Pensioner"|"Female"|"Sutherland Shire"|"<=5"
