,Contract_Type,Tap_Class,Year,Month,Day,Taps_Count
6261,Sydney Metro Bus Contract 8,Concession,2020,3,1,83421
6262,Sydney Metro Bus Contract 8,Concession,2020,4,1,12179
6263,Sydney Metro Bus Contract 8,Concession,2020,5,1,21432
6264,Sydney Metro Bus Contract 8,Concession,2020,6,1,36763
6265,Sydney Metro Bus Contract 8,Concession,2020,7,1,47930
6266,Sydney Metro Bus Contract 8,Concession,2020,8,1,50463
6267,Sydney Metro Bus Contract 8,Concession,2020,9,1,52940
6268,Sydney Metro Bus Contract 8,Concession,2020,10,1,54619
6269,Sydney Metro Bus Contract 8,Concession,2020,11,1,53301
6270,Sydney Metro Bus Contract 8,Concession,2020,12,1,40928
6271,Sydney Metro Bus Contract 8,Concession,2021,1,1,42600
6272,Sydney Metro Bus Contract 8,Concession,2021,2,1,61322
6273,Sydney Metro Bus Contract 8,Concession,2021,3,1,93261
6274,Sydney Metro Bus Contract 8,Concession,2021,4,1,74960
6275,Sydney Metro Bus Contract 8,Concession,2021,5,1,78691
6276,Sydney Metro Bus Contract 8,Concession,2021,6,1,57373
6277,Sydney Metro Bus Contract 8,Concession,2021,7,1,14449
6278,Sydney Metro Bus Contract 8,Concession,2021,8,1,11979
6279,Sydney Metro Bus Contract 8,Concession,2021,9,1,11907
6280,Sydney Metro Bus Contract 8,Concession,2021,10,1,28044
6281,Sydney Metro Bus Contract 8,Employee,2016,7,1,10210
6282,Sydney Metro Bus Contract 8,Employee,2016,8,1,11720
6283,Sydney Metro Bus Contract 8,Employee,2016,9,1,11260
6284,Sydney Metro Bus Contract 8,Employee,2016,10,1,10914
6285,Sydney Metro Bus Contract 8,Employee,2016,11,1,12121
6286,Sydney Metro Bus Contract 8,Employee,2016,12,1,10820
6287,Sydney Metro Bus Contract 8,Employee,2017,1,1,10036
6288,Sydney Metro Bus Contract 8,Employee,2017,2,1,10782
6289,Sydney Metro Bus Contract 8,Employee,2017,3,1,12365
6290,Sydney Metro Bus Contract 8,Employee,2017,4,1,10281
6291,Sydney Metro Bus Contract 8,Employee,2017,5,1,12849
6292,Sydney Metro Bus Contract 8,Employee,2017,6,1,11000
6293,Sydney Metro Bus Contract 8,Employee,2017,7,1,11323
6294,Sydney Metro Bus Contract 8,Employee,2017,8,1,11717
6295,Sydney Metro Bus Contract 8,Employee,2017,9,1,11006
6296,Sydney Metro Bus Contract 8,Employee,2017,10,1,10959
6297,Sydney Metro Bus Contract 8,Employee,2017,11,1,11675
6298,Sydney Metro Bus Contract 8,Employee,2017,12,1,12219
6299,Sydney Metro Bus Contract 8,Employee,2018,1,1,11662
6300,Sydney Metro Bus Contract 8,Employee,2018,2,1,12577
6301,Sydney Metro Bus Contract 8,Employee,2018,3,1,13654
6302,Sydney Metro Bus Contract 8,Employee,2018,4,1,12964
6303,Sydney Metro Bus Contract 8,Employee,2018,5,1,14572
6304,Sydney Metro Bus Contract 8,Employee,2018,6,1,13397
6305,Sydney Metro Bus Contract 8,Employee,2018,7,1,14005
6306,Sydney Metro Bus Contract 8,Employee,2018,8,1,14785
6307,Sydney Metro Bus Contract 8,Employee,2018,9,1,13431
6308,Sydney Metro Bus Contract 8,Employee,2018,10,1,13802
6309,Sydney Metro Bus Contract 8,Employee,2018,11,1,14418
6310,Sydney Metro Bus Contract 8,Employee,2018,12,1,13268
6311,Sydney Metro Bus Contract 8,Employee,2019,1,1,13803
6312,Sydney Metro Bus Contract 8,Employee,2019,2,1,13605
6313,Sydney Metro Bus Contract 8,Employee,2019,3,1,14747
6314,Sydney Metro Bus Contract 8,Employee,2019,4,1,13122
6315,Sydney Metro Bus Contract 8,Employee,2019,5,1,15928
6316,Sydney Metro Bus Contract 8,Employee,2019,6,1,14393
6317,Sydney Metro Bus Contract 8,Employee,2019,7,1,15919
6318,Sydney Metro Bus Contract 8,Employee,2019,8,1,15339
6319,Sydney Metro Bus Contract 8,Employee,2019,9,1,14889
6320,Sydney Metro Bus Contract 8,Employee,2019,10,1,15890
6321,Sydney Metro Bus Contract 8,Employee,2019,11,1,15339
6322,Sydney Metro Bus Contract 8,Employee,2019,12,1,14653
6323,Sydney Metro Bus Contract 8,Employee,2020,1,1,14064
6324,Sydney Metro Bus Contract 8,Employee,2020,2,1,14246
6325,Sydney Metro Bus Contract 8,Employee,2020,3,1,11544
6326,Sydney Metro Bus Contract 8,Employee,2020,4,1,5588
6327,Sydney Metro Bus Contract 8,Employee,2020,5,1,6763
6328,Sydney Metro Bus Contract 8,Employee,2020,6,1,8564
6329,Sydney Metro Bus Contract 8,Employee,2020,7,1,9169
6330,Sydney Metro Bus Contract 8,Employee,2020,8,1,9010
6331,Sydney Metro Bus Contract 8,Employee,2020,9,1,9372
6332,Sydney Metro Bus Contract 8,Employee,2020,10,1,9675
6333,Sydney Metro Bus Contract 8,Employee,2020,11,1,10128
6334,Sydney Metro Bus Contract 8,Employee,2020,12,1,8774
6335,Sydney Metro Bus Contract 8,Employee,2021,1,1,8048
6336,Sydney Metro Bus Contract 8,Employee,2021,2,1,10036
6337,Sydney Metro Bus Contract 8,Employee,2021,3,1,11599
6338,Sydney Metro Bus Contract 8,Employee,2021,4,1,11156
6339,Sydney Metro Bus Contract 8,Employee,2021,5,1,11513
6340,Sydney Metro Bus Contract 8,Employee,2021,6,1,8453
6341,Sydney Metro Bus Contract 8,Employee,2021,7,1,4026
6342,Sydney Metro Bus Contract 8,Employee,2021,8,1,3505
6343,Sydney Metro Bus Contract 8,Employee,2021,9,1,3963
6344,Sydney Metro Bus Contract 8,Employee,2021,10,1,6970
6345,Sydney Metro Bus Contract 8,Free Travel,2016,7,1,2346
6346,Sydney Metro Bus Contract 8,Free Travel,2016,8,1,3289
6347,Sydney Metro Bus Contract 8,Free Travel,2016,9,1,3288
6348,Sydney Metro Bus Contract 8,Free Travel,2016,10,1,3248
6349,Sydney Metro Bus Contract 8,Free Travel,2016,11,1,3575
6350,Sydney Metro Bus Contract 8,Free Travel,2016,12,1,3413
6351,Sydney Metro Bus Contract 8,Free Travel,2017,1,1,2890
6352,Sydney Metro Bus Contract 8,Free Travel,2017,2,1,3161
6353,Sydney Metro Bus Contract 8,Free Travel,2017,3,1,3509
6354,Sydney Metro Bus Contract 8,Free Travel,2017,4,1,2982
6355,Sydney Metro Bus Contract 8,Free Travel,2017,5,1,3712
6356,Sydney Metro Bus Contract 8,Free Travel,2017,6,1,3222
6357,Sydney Metro Bus Contract 8,Free Travel,2017,7,1,3227
6358,Sydney Metro Bus Contract 8,Free Travel,2017,8,1,3591
6359,Sydney Metro Bus Contract 8,Free Travel,2017,9,1,3549
6360,Sydney Metro Bus Contract 8,Free Travel,2017,10,1,3724
6361,Sydney Metro Bus Contract 8,Free Travel,2017,11,1,3802
6362,Sydney Metro Bus Contract 8,Free Travel,2017,12,1,3462
6363,Sydney Metro Bus Contract 8,Free Travel,2018,1,1,3219
6364,Sydney Metro Bus Contract 8,Free Travel,2018,2,1,3687
6365,Sydney Metro Bus Contract 8,Free Travel,2018,3,1,3803
6366,Sydney Metro Bus Contract 8,Free Travel,2018,4,1,3278
6367,Sydney Metro Bus Contract 8,Free Travel,2018,5,1,3779
6368,Sydney Metro Bus Contract 8,Free Travel,2018,6,1,3300
6369,Sydney Metro Bus Contract 8,Free Travel,2018,7,1,3494
6370,Sydney Metro Bus Contract 8,Free Travel,2018,8,1,3538
6371,Sydney Metro Bus Contract 8,Free Travel,2018,9,1,3302
6372,Sydney Metro Bus Contract 8,Free Travel,2018,10,1,3657
6373,Sydney Metro Bus Contract 8,Free Travel,2018,11,1,3847
6374,Sydney Metro Bus Contract 8,Free Travel,2018,12,1,3527
6375,Sydney Metro Bus Contract 8,Free Travel,2019,1,1,3397
6376,Sydney Metro Bus Contract 8,Free Travel,2019,2,1,3690
6377,Sydney Metro Bus Contract 8,Free Travel,2019,3,1,3775
6378,Sydney Metro Bus Contract 8,Free Travel,2019,4,1,3509
6379,Sydney Metro Bus Contract 8,Free Travel,2019,5,1,4255
6380,Sydney Metro Bus Contract 8,Free Travel,2019,6,1,3907
6381,Sydney Metro Bus Contract 8,Free Travel,2019,7,1,4165
6382,Sydney Metro Bus Contract 8,Free Travel,2019,8,1,4268
6383,Sydney Metro Bus Contract 8,Free Travel,2019,9,1,3992
6384,Sydney Metro Bus Contract 8,Free Travel,2019,10,1,4305
6385,Sydney Metro Bus Contract 8,Free Travel,2019,11,1,4146
6386,Sydney Metro Bus Contract 8,Free Travel,2019,12,1,4014
6387,Sydney Metro Bus Contract 8,Free Travel,2020,1,1,3625
6388,Sydney Metro Bus Contract 8,Free Travel,2020,2,1,3865
6389,Sydney Metro Bus Contract 8,Free Travel,2020,3,1,2924
6390,Sydney Metro Bus Contract 8,Free Travel,2020,4,1,1079
6391,Sydney Metro Bus Contract 8,Free Travel,2020,5,1,1466
6392,Sydney Metro Bus Contract 8,Free Travel,2020,6,1,2006
6393,Sydney Metro Bus Contract 8,Free Travel,2020,7,1,2209
6394,Sydney Metro Bus Contract 8,Free Travel,2020,8,1,1968
6395,Sydney Metro Bus Contract 8,Free Travel,2020,9,1,2093
6396,Sydney Metro Bus Contract 8,Free Travel,2020,10,1,2254
6397,Sydney Metro Bus Contract 8,Free Travel,2020,11,1,2494
6398,Sydney Metro Bus Contract 8,Free Travel,2020,12,1,2300
6399,Sydney Metro Bus Contract 8,Free Travel,2021,1,1,2048
6400,Sydney Metro Bus Contract 8,Free Travel,2021,2,1,2709
6401,Sydney Metro Bus Contract 8,Free Travel,2021,3,1,3279
6402,Sydney Metro Bus Contract 8,Free Travel,2021,4,1,3339
6403,Sydney Metro Bus Contract 8,Free Travel,2021,5,1,3154
6404,Sydney Metro Bus Contract 8,Free Travel,2021,6,1,2662
6405,Sydney Metro Bus Contract 8,Free Travel,2021,7,1,995
6406,Sydney Metro Bus Contract 8,Free Travel,2021,8,1,1111
6407,Sydney Metro Bus Contract 8,Free Travel,2021,9,1,1113
6408,Sydney Metro Bus Contract 8,Free Travel,2021,10,1,1794
6409,Sydney Metro Bus Contract 8,School Student,2016,7,1,91736
6410,Sydney Metro Bus Contract 8,School Student,2016,8,1,210146
6411,Sydney Metro Bus Contract 8,School Student,2016,9,1,151725
6412,Sydney Metro Bus Contract 8,School Student,2016,10,1,139361
6413,Sydney Metro Bus Contract 8,School Student,2016,11,1,182003
6414,Sydney Metro Bus Contract 8,School Student,2016,12,1,63503
6415,Sydney Metro Bus Contract 8,School Student,2017,1,1,11814
6416,Sydney Metro Bus Contract 8,School Student,2017,2,1,182160
6417,Sydney Metro Bus Contract 8,School Student,2017,3,1,222316
6418,Sydney Metro Bus Contract 8,School Student,2017,4,1,76683
6419,Sydney Metro Bus Contract 8,School Student,2017,5,1,224780
6420,Sydney Metro Bus Contract 8,School Student,2017,6,1,166637
6421,Sydney Metro Bus Contract 8,School Student,2017,7,1,91596
6422,Sydney Metro Bus Contract 8,School Student,2017,8,1,204063
6423,Sydney Metro Bus Contract 8,School Student,2017,9,1,137703
6424,Sydney Metro Bus Contract 8,School Student,2017,10,1,141035
6425,Sydney Metro Bus Contract 8,School Student,2017,11,1,178231
6426,Sydney Metro Bus Contract 8,School Student,2017,12,1,63368
6427,Sydney Metro Bus Contract 8,School Student,2018,1,1,13488
6428,Sydney Metro Bus Contract 8,School Student,2018,2,1,196148
6429,Sydney Metro Bus Contract 8,School Student,2018,3,1,216600
6430,Sydney Metro Bus Contract 8,School Student,2018,4,1,89978
6431,Sydney Metro Bus Contract 8,School Student,2018,5,1,230038
6432,Sydney Metro Bus Contract 8,School Student,2018,6,1,190374
6433,Sydney Metro Bus Contract 8,School Student,2018,7,1,89426
6434,Sydney Metro Bus Contract 8,School Student,2018,8,1,215577
6435,Sydney Metro Bus Contract 8,School Student,2018,9,1,183596
6436,Sydney Metro Bus Contract 8,School Student,2018,10,1,117941
6437,Sydney Metro Bus Contract 8,School Student,2018,11,1,195805
6438,Sydney Metro Bus Contract 8,School Student,2018,12,1,82512
6439,Sydney Metro Bus Contract 8,School Student,2019,1,1,16220
6440,Sydney Metro Bus Contract 8,School Student,2019,2,1,215980
6441,Sydney Metro Bus Contract 8,School Student,2019,3,1,232636
6442,Sydney Metro Bus Contract 8,School Student,2019,4,1,118021
6443,Sydney Metro Bus Contract 8,School Student,2019,5,1,248427
6444,Sydney Metro Bus Contract 8,School Student,2019,6,1,196495
6445,Sydney Metro Bus Contract 8,School Student,2019,7,1,111255
6446,Sydney Metro Bus Contract 8,School Student,2019,8,1,222595
6447,Sydney Metro Bus Contract 8,School Student,2019,9,1,198520
6448,Sydney Metro Bus Contract 8,School Student,2019,10,1,137261
6449,Sydney Metro Bus Contract 8,School Student,2019,11,1,202601
6450,Sydney Metro Bus Contract 8,School Student,2019,12,1,93322
6451,Sydney Metro Bus Contract 8,School Student,2020,1,1,26123
6452,Sydney Metro Bus Contract 8,School Student,2020,2,1,222763
6453,Sydney Metro Bus Contract 8,School Student,2020,3,1,159777
6454,Sydney Metro Bus Contract 8,School Student,2020,4,1,2052
6455,Sydney Metro Bus Contract 8,School Student,2020,5,1,50041
6456,Sydney Metro Bus Contract 8,School Student,2020,6,1,133017
6457,Sydney Metro Bus Contract 8,School Student,2020,7,1,77589
6458,Sydney Metro Bus Contract 8,School Student,2020,8,1,136197
6459,Sydney Metro Bus Contract 8,School Student,2020,9,1,124962
6460,Sydney Metro Bus Contract 8,School Student,2020,10,1,97763
6461,Sydney Metro Bus Contract 8,School Student,2020,11,1,132235
6462,Sydney Metro Bus Contract 8,School Student,2020,12,1,61587
6463,Sydney Metro Bus Contract 8,School Student,2021,1,1,7542
6464,Sydney Metro Bus Contract 8,School Student,2021,2,1,164766
6465,Sydney Metro Bus Contract 8,School Student,2021,3,1,175533
6466,Sydney Metro Bus Contract 8,School Student,2021,4,1,75837
6467,Sydney Metro Bus Contract 8,School Student,2021,5,1,149265
6468,Sydney Metro Bus Contract 8,School Student,2021,6,1,110195
6469,Sydney Metro Bus Contract 8,School Student,2021,7,1,1941
6470,Sydney Metro Bus Contract 8,School Student,2021,8,1,3612
6471,Sydney Metro Bus Contract 8,School Student,2021,9,1,2770
6472,Sydney Metro Bus Contract 8,School Student,2021,10,1,40155
6473,Sydney Metro Bus Contract 8,Senior/Pensioner,2016,7,1,248198
6474,Sydney Metro Bus Contract 8,Senior/Pensioner,2016,8,1,270937
6475,Sydney Metro Bus Contract 8,Senior/Pensioner,2016,9,1,264855
6476,Sydney Metro Bus Contract 8,Senior/Pensioner,2016,10,1,272806
6477,Sydney Metro Bus Contract 8,Senior/Pensioner,2016,11,1,289479
6478,Sydney Metro Bus Contract 8,Senior/Pensioner,2016,12,1,272046
6479,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,1,1,254198
6480,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,2,1,255178
6481,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,3,1,285878
6482,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,4,1,251841
6483,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,5,1,285568
6484,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,6,1,250600
6485,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,7,1,261186
6486,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,8,1,273252
6487,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,9,1,260525
6488,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,10,1,269106
6489,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,11,1,287840
6490,Sydney Metro Bus Contract 8,Senior/Pensioner,2017,12,1,279818
6491,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,1,1,273803
6492,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,2,1,280867
6493,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,3,1,303994
6494,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,4,1,285486
6495,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,5,1,311518
6496,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,6,1,277466
6497,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,7,1,292942
6498,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,8,1,304837
6499,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,9,1,288686
6500,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,10,1,302105
6501,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,11,1,319820
6502,Sydney Metro Bus Contract 8,Senior/Pensioner,2018,12,1,310074
6503,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,1,1,300255
6504,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,2,1,305386
6505,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,3,1,326129
6506,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,4,1,306890
6507,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,5,1,337880
6508,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,6,1,292306
6509,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,7,1,321313
6510,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,8,1,317467
6511,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,9,1,307256
6512,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,10,1,336955
6513,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,11,1,333663
6514,Sydney Metro Bus Contract 8,Senior/Pensioner,2019,12,1,325744
6515,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,1,1,308690
6516,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,2,1,301443
6517,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,3,1,213652
6518,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,4,1,74504
6519,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,5,1,109897
6520,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,6,1,159122
6521,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,7,1,178581
6522,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,8,1,164797
6523,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,9,1,181884
6524,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,10,1,198688
6525,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,11,1,208856
6526,Sydney Metro Bus Contract 8,Senior/Pensioner,2020,12,1,180107
6527,Sydney Metro Bus Contract 8,Senior/Pensioner,2021,1,1,169645
6528,Sydney Metro Bus Contract 8,Senior/Pensioner,2021,2,1,210312
6529,Sydney Metro Bus Contract 8,Senior/Pensioner,2021,3,1,243024
6530,Sydney Metro Bus Contract 8,Senior/Pensioner,2021,4,1,256880
6531,Sydney Metro Bus Contract 8,Senior/Pensioner,2021,5,1,259983
6532,Sydney Metro Bus Contract 8,Senior/Pensioner,2021,6,1,220748
6533,Sydney Metro Bus Contract 8,Senior/Pensioner,2021,7,1,80735
6534,Sydney Metro Bus Contract 8,Senior/Pensioner,2021,8,1,78499
6535,Sydney Metro Bus Contract 8,Senior/Pensioner,2021,9,1,90684
6536,Sydney Metro Bus Contract 8,Senior/Pensioner,2021,10,1,152382
6537,Sydney Metro Bus Contract 8,CTP,2019,9,1,14917
6538,Sydney Metro Bus Contract 8,CTP,2019,10,1,156398
6539,Sydney Metro Bus Contract 8,CTP,2019,11,1,240953
6540,Sydney Metro Bus Contract 8,CTP,2019,12,1,289776
6541,Sydney Metro Bus Contract 8,CTP,2020,1,1,342095
6542,Sydney Metro Bus Contract 8,CTP,2020,2,1,367498
6543,Sydney Metro Bus Contract 8,CTP,2020,3,1,283804
6544,Sydney Metro Bus Contract 8,CTP,2020,4,1,89692
6545,Sydney Metro Bus Contract 8,CTP,2020,5,1,143081
6546,Sydney Metro Bus Contract 8,CTP,2020,6,1,215261
6547,Sydney Metro Bus Contract 8,CTP,2020,7,1,262330
6548,Sydney Metro Bus Contract 8,CTP,2020,8,1,252115
6549,Sydney Metro Bus Contract 8,CTP,2020,9,1,274351
6550,Sydney Metro Bus Contract 8,CTP,2020,10,1,313459
6551,Sydney Metro Bus Contract 8,CTP,2020,11,1,332231
6552,Sydney Metro Bus Contract 8,CTP,2020,12,1,292525
6553,Sydney Metro Bus Contract 8,CTP,2021,1,1,311524
6554,Sydney Metro Bus Contract 8,CTP,2021,2,1,371213
6555,Sydney Metro Bus Contract 8,CTP,2021,3,1,421169
6556,Sydney Metro Bus Contract 8,CTP,2021,4,1,446557
6557,Sydney Metro Bus Contract 8,CTP,2021,5,1,459689
6558,Sydney Metro Bus Contract 8,CTP,2021,6,1,394901
6559,Sydney Metro Bus Contract 8,CTP,2021,7,1,141171
6560,Sydney Metro Bus Contract 8,CTP,2021,8,1,131807
6561,Sydney Metro Bus Contract 8,CTP,2021,9,1,154622
6562,Sydney Metro Bus Contract 8,CTP,2021,10,1,276785
6563,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2017,9,1,4
6564,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2018,3,1,3
6565,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2018,5,1,3
6566,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2018,10,1,2
6567,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2018,11,1,1
6568,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2018,12,1,4
6569,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2019,1,1,2
6570,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2019,4,1,3
6571,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2019,11,1,30
6572,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2019,12,1,12
6573,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2020,1,1,6
6574,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2020,3,1,4
6575,Sydney Metro Bus Contract 8,Day Pass Child/Youth w/o SAF,2020,6,1,8
6576,Sydney Metro Bus Contract 8,Day Pass without SAF,2017,9,1,8
6577,Sydney Metro Bus Contract 8,Day Pass without SAF,2018,3,1,1
6578,Sydney Metro Bus Contract 8,Day Pass without SAF,2018,4,1,12
6579,Sydney Metro Bus Contract 8,Day Pass without SAF,2018,5,1,20
6580,Sydney Metro Bus Contract 8,Day Pass without SAF,2018,6,1,11
6581,Sydney Metro Bus Contract 8,Day Pass without SAF,2018,7,1,13
6582,Sydney Metro Bus Contract 8,Day Pass without SAF,2018,8,1,7
6583,Sydney Metro Bus Contract 8,Day Pass without SAF,2018,9,1,4
6584,Sydney Metro Bus Contract 8,Day Pass without SAF,2018,10,1,25
6585,Sydney Metro Bus Contract 8,Day Pass without SAF,2018,11,1,12
6586,Sydney Metro Bus Contract 8,Day Pass without SAF,2018,12,1,24
6587,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,1,1,53
6588,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,2,1,31
6589,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,3,1,33
6590,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,4,1,13
6591,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,5,1,30
6592,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,6,1,29
6593,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,7,1,29
6594,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,8,1,26
6595,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,9,1,40
6596,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,10,1,37
6597,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,11,1,65
6598,Sydney Metro Bus Contract 8,Day Pass without SAF,2019,12,1,46
6599,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,1,1,46
6600,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,2,1,64
6601,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,3,1,16
6602,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,4,1,15
6603,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,5,1,36
6604,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,6,1,10
6605,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,7,1,20
6606,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,8,1,17
6607,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,9,1,14
6608,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,10,1,12
6609,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,11,1,9
6610,Sydney Metro Bus Contract 8,Day Pass without SAF,2020,12,1,5
6611,Sydney Metro Bus Contract 8,Day Pass without SAF,2021,1,1,4
6612,Sydney Metro Bus Contract 8,Day Pass without SAF,2021,2,1,8
6613,Sydney Metro Bus Contract 8,Day Pass without SAF,2021,3,1,28
6614,Sydney Metro Bus Contract 8,Day Pass without SAF,2021,4,1,8
6615,Sydney Metro Bus Contract 8,Day Pass without SAF,2021,5,1,11
6616,Sydney Metro Bus Contract 8,Day Pass without SAF,2021,6,1,13
6617,Sydney Metro Bus Contract 8,Day Pass without SAF,2021,7,1,4
6618,Sydney Metro Bus Contract 8,Day Pass without SAF,2021,8,1,6
6619,Sydney Metro Bus Contract 8,Day Pass without SAF,2021,9,1,7
6620,Sydney Metro Bus Contract 8,Day Pass without SAF,2021,10,1,7
6621,Sydney Metro Bus Contract 9,Adult,2016,7,1,4376415
6622,Sydney Metro Bus Contract 9,Adult,2016,8,1,4713740
6623,Sydney Metro Bus Contract 9,Adult,2016,9,1,4470762
6624,Sydney Metro Bus Contract 9,Adult,2016,10,1,4626745
6625,Sydney Metro Bus Contract 9,Adult,2016,11,1,4844537
6626,Sydney Metro Bus Contract 9,Adult,2016,12,1,4521730
6627,Sydney Metro Bus Contract 9,Adult,2017,1,1,4515985
6628,Sydney Metro Bus Contract 9,Adult,2017,2,1,4473069
6629,Sydney Metro Bus Contract 9,Adult,2017,3,1,4877665
6630,Sydney Metro Bus Contract 9,Adult,2017,4,1,4027845
6631,Sydney Metro Bus Contract 9,Adult,2017,5,1,4546395
6632,Sydney Metro Bus Contract 9,Adult,2017,6,1,3940423
6633,Sydney Metro Bus Contract 9,Adult,2017,7,1,4171010
6634,Sydney Metro Bus Contract 9,Adult,2017,8,1,4441330
6635,Sydney Metro Bus Contract 9,Adult,2017,9,1,4221831
6636,Sydney Metro Bus Contract 9,Adult,2017,10,1,4533632
6637,Sydney Metro Bus Contract 9,Adult,2017,11,1,4586715
6638,Sydney Metro Bus Contract 9,Adult,2017,12,1,4317876
6639,Sydney Metro Bus Contract 9,Adult,2018,1,1,4470938
6640,Sydney Metro Bus Contract 9,Adult,2018,2,1,4418599
6641,Sydney Metro Bus Contract 9,Adult,2018,3,1,4975155
6642,Sydney Metro Bus Contract 9,Adult,2018,4,1,4443395
6643,Sydney Metro Bus Contract 9,Adult,2018,5,1,4450372
6644,Sydney Metro Bus Contract 9,Adult,2018,6,1,3857967
6645,Sydney Metro Bus Contract 9,Adult,2018,7,1,3784091
6646,Sydney Metro Bus Contract 9,Adult,2018,8,1,3996848
6647,Sydney Metro Bus Contract 9,Adult,2018,9,1,3780960
6648,Sydney Metro Bus Contract 9,Adult,2018,10,1,4230417
6649,Sydney Metro Bus Contract 9,Adult,2018,11,1,4348716
6650,Sydney Metro Bus Contract 9,Adult,2018,12,1,3961022
6651,Sydney Metro Bus Contract 9,Adult,2019,1,1,4181004
6652,Sydney Metro Bus Contract 9,Adult,2019,2,1,4248036
6653,Sydney Metro Bus Contract 9,Adult,2019,3,1,4591950
6654,Sydney Metro Bus Contract 9,Adult,2019,4,1,4091112
